Date,Symbol,Company,Open,High,Low,Close,Volume
2023-08-21 00:00:00-04:00,AAPL,Apple Inc.,172.73374028357344,173.77959243029935,171.4214870063081,173.4934539794922,46311900
2023-08-22 00:00:00-04:00,AAPL,Apple Inc.,174.69719959083847,175.30892111024494,173.89801113995804,174.86492919921875,42038900
2023-08-23 00:00:00-04:00,AAPL,Apple Inc.,176.13773826499084,179.1273031269572,175.95027131734813,178.70303344726562,52722800
2023-08-24 00:00:00-04:00,AAPL,Apple Inc.,178.25903609639087,178.68330576322634,173.66121814414575,174.0262908935547,54945800
2023-08-25 00:00:00-04:00,AAPL,Apple Inc.,175.0129348306344,176.7593040006282,173.4737548580186,176.2265167236328,51449600
2023-08-28 00:00:00-04:00,AAPL,Apple Inc.,177.6867593505913,178.1800870283186,176.1673167274641,177.78543090820312,43820700
2023-08-29 00:00:00-04:00,AAPL,Apple Inc.,177.3019791564373,182.43258442181371,177.10465107991652,181.66299438476562,53003900
2023-08-30 00:00:00-04:00,AAPL,Apple Inc.,182.47204640358012,185.34321714142652,182.27471834075723,185.1458740234375,60813900
2023-08-31 00:00:00-04:00,AAPL,Apple Inc.,185.33331658628876,186.59623408851635,184.97812009783948,185.3629150390625,60794500
2023-09-01 00:00:00-04:00,AAPL,Apple Inc.,186.961330634287,187.38558521498553,185.76747101772168,186.93173217773438,45766500
2023-09-05 00:00:00-04:00,AAPL,Apple Inc.,185.7674844117445,187.44479564304942,185.1064270757959,187.1685333251953,45280000
2023-09-06 00:00:00-04:00,AAPL,Apple Inc.,185.88584392275033,186.3298508313997,179.048330235654,180.4691162109375,81755800
2023-09-07 00:00:00-04:00,AAPL,Apple Inc.,172.84230680208358,175.8318868790433,171.22419235116297,175.1905517578125,112488800
2023-09-08 00:00:00-04:00,AAPL,Apple Inc.,175.96999075471308,177.8347687964352,175.417451102765,175.80224609375,65551300
2023-09-11 00:00:00-04:00,AAPL,Apple Inc.,177.66705421097663,177.8939807491613,174.9734739911946,176.96652221679688,58953100
2023-09-12 00:00:00-04:00,AAPL,Apple Inc.,177.09475937210624,177.72621814105926,172.48708107979573,173.94732666015625,90370200
2023-09-13 00:00:00-04:00,AAPL,Apple Inc.,174.15453395453247,174.93400012779577,171.65829707262085,171.88523864746094,84267900
2023-09-14 00:00:00-04:00,AAPL,Apple Inc.,171.6780505009118,173.75003299454158,171.2636570132194,173.39483642578125,60895800
2023-09-15 00:00:00-04:00,AAPL,Apple Inc.,174.1249606133089,174.1446979390041,171.50046839224674,172.67457580566406,109259500
2023-09-18 00:00:00-04:00,AAPL,Apple Inc.,174.12494029407293,176.98624997924455,173.8190795297471,175.59506225585938,67257600
2023-09-19 00:00:00-04:00,AAPL,Apple Inc.,175.1510553991506,177.23289871202428,174.7662604292434,176.6803741455078,51826900
2023-09-20 00:00:00-04:00,AAPL,Apple Inc.,176.86782730089922,177.30195805066697,173.0593371622532,173.1481475830078,58436200
2023-09-21 00:00:00-04:00,AAPL,Apple Inc.,172.22071489897561,173.9473619674597,171.53992021743218,171.60897827148438,63149100
2023-09-22 00:00:00-04:00,AAPL,Apple Inc.,172.33907993619778,174.71692282922322,171.72735846610487,172.4574737548828,56725400
2023-09-25 00:00:00-04:00,AAPL,Apple Inc.,171.87536866413782,174.60840835340898,171.82603288281885,173.73028564453125,46172700
2023-09-26 00:00:00-04:00,AAPL,Apple Inc.,172.48711848209095,172.86203732750283,169.36928354767613,169.665283203125,64588900
2023-09-27 00:00:00-04:00,AAPL,Apple Inc.,170.3164478696235,170.73084132501634,166.7940959712009,168.15567016601562,66921800
2023-09-28 00:00:00-04:00,AAPL,Apple Inc.,167.0801950701548,169.73430008001054,165.38314684947002,168.4121856689453,56294400
2023-09-29 00:00:00-04:00,AAPL,Apple Inc.,169.7244355134215,170.7604265076125,168.06684691168314,168.9252471923828,51861100
2023-10-02 00:00:00-04:00,AAPL,Apple Inc.,168.93514418826848,171.97404472395215,168.64900568223578,171.43138122558594,52164500
2023-10-03 00:00:00-04:00,AAPL,Apple Inc.,169.96124934298015,171.31297744317223,168.54047825044546,170.09938049316406,49594600
2023-10-04 00:00:00-04:00,AAPL,Apple Inc.,168.80686354725646,171.88523853747708,168.68846972057472,171.3425750732422,53020300
2023-10-05 00:00:00-04:00,AAPL,Apple Inc.,171.47084810780015,173.10869980697885,170.3756599300563,172.57591247558594,48527900
2023-10-06 00:00:00-04:00,AAPL,Apple Inc.,171.48072926712837,175.61481822954005,170.8689926183437,175.12149047851562,57266700
2023-10-09 00:00:00-04:00,AAPL,Apple Inc.,174.45055415802327,176.66066786762835,173.45403753652568,176.60147094726562,42390800
2023-10-10 00:00:00-04:00,AAPL,Apple Inc.,175.7233217666065,177.3216985969386,175.5753144327677,176.0094451904297,43698000
2023-10-11 00:00:00-04:00,AAPL,Apple Inc.,175.82201043112758,177.45000107017458,175.23002615297557,177.40066528320312,47551100
2023-10-12 00:00:00-04:00,AAPL,Apple Inc.,177.6670640281674,179.90676118500224,176.6507950071692,178.29852294921875,56743100
2023-10-13 00:00:00-04:00,AAPL,Apple Inc.,178.9990143278533,179.50220314362676,175.7627859383901,176.46331787109375,51427100
2023-10-16 00:00:00-04:00,AAPL,Apple Inc.,174.39137034887403,176.69027961186137,174.15456759445175,176.3350830078125,52517000
2023-10-17 00:00:00-04:00,AAPL,Apple Inc.,174.29266779074965,176.03905203817294,172.467364361049,174.78599548339844,57549400
2023-10-18 00:00:00-04:00,AAPL,Apple Inc.,173.2369290366687,175.21023951884263,172.7731998689447,173.4934539794922,54764400
2023-10-19 00:00:00-04:00,AAPL,Apple Inc.,173.69080766680926,175.46679037407037,172.85215962113486,173.11856079101562,59302900
2023-10-20 00:00:00-04:00,AAPL,Apple Inc.,172.97056355030566,173.0790962513972,170.3361953203569,170.572998046875,64244000
2023-10-23 00:00:00-04:00,AAPL,Apple Inc.,168.62928473640696,171.68790756499885,167.6623515662161,170.69139099121094,55980100
2023-10-24 00:00:00-04:00,AAPL,Apple Inc.,170.74067811302473,171.35239949336875,169.16202383806623,171.12547302246094,43816600
2023-10-25 00:00:00-04:00,AAPL,Apple Inc.,169.58633193718455,170.75057806188605,168.3727349771656,168.81674194335938,57157000
