Date,Symbol,Daily_Return
2023-01-04 00:00:00-05:00,AAPL,0.010314298024035162
2023-01-05 00:00:00-05:00,AAPL,-0.010604775618216045
2023-01-06 00:00:00-05:00,AAPL,0.036794111232807625
2023-01-09 00:00:00-05:00,AAPL,0.0040888184663212535
2023-01-10 00:00:00-05:00,AAPL,0.004456598345524032
2023-01-11 00:00:00-05:00,AAPL,0.02111228330291981
2023-01-12 00:00:00-05:00,AAPL,-0.0005994191033192875
2023-01-13 00:00:00-05:00,AAPL,0.010119285164466474
2023-01-17 00:00:00-05:00,AAPL,0.008756149617616504
2023-01-18 00:00:00-05:00,AAPL,-0.005369979254482127
2023-01-19 00:00:00-05:00,AAPL,0.00044338603577509517
2023-01-20 00:00:00-05:00,AAPL,0.01922110702774593
2023-01-23 00:00:00-05:00,AAPL,0.02350039427734596
2023-01-24 00:00:00-05:00,AAPL,0.010063162496575684
2023-01-25 00:00:00-05:00,AAPL,-0.004700751647344403
2023-01-26 00:00:00-05:00,AAPL,0.01480330863998569
2023-01-27 00:00:00-05:00,AAPL,0.01368404495099651
2023-01-30 00:00:00-05:00,AAPL,-0.020077788793156248
2023-01-31 00:00:00-05:00,AAPL,0.009020880702876655
2023-02-01 00:00:00-05:00,AAPL,0.007900875347927716
2023-02-02 00:00:00-05:00,AAPL,0.037062442297516096
2023-02-03 00:00:00-05:00,AAPL,0.024399614903351408
2023-02-06 00:00:00-05:00,AAPL,-0.017928478090872613
2023-02-07 00:00:00-05:00,AAPL,0.019244782766108193
2023-02-08 00:00:00-05:00,AAPL,-0.017652781430835818
2023-02-09 00:00:00-05:00,AAPL,-0.006911625714923986
2023-02-10 00:00:00-05:00,AAPL,0.0024561386893264814
2023-02-13 00:00:00-05:00,AAPL,0.018806749349217222
2023-02-14 00:00:00-05:00,AAPL,-0.004224966674310382
2023-02-15 00:00:00-05:00,AAPL,0.013903683014328427
2023-02-16 00:00:00-05:00,AAPL,-0.010429427946885506
2023-02-17 00:00:00-05:00,AAPL,-0.007546913594321358
2023-02-21 00:00:00-05:00,AAPL,-0.02667966088703755
2023-02-22 00:00:00-05:00,AAPL,0.0028959530080239215
2023-02-23 00:00:00-05:00,AAPL,0.0032907161689352815
2023-02-24 00:00:00-05:00,AAPL,-0.018005478059735514
2023-02-27 00:00:00-05:00,AAPL,0.008247678107587753
2023-02-28 00:00:00-05:00,AAPL,-0.0034478745899568786
2023-03-01 00:00:00-05:00,AAPL,-0.014245915784375396
2023-03-02 00:00:00-05:00,AAPL,0.00412899276481804
2023-03-03 00:00:00-05:00,AAPL,0.03509028682495319
2023-03-06 00:00:00-05:00,AAPL,0.018539139695450624
2023-03-07 00:00:00-05:00,AAPL,-0.014496052565920348
2023-03-08 00:00:00-05:00,AAPL,0.008376894370647703
2023-03-09 00:00:00-05:00,AAPL,-0.014914844342010403
2023-03-10 00:00:00-05:00,AAPL,-0.013878668311844922
2023-03-13 00:00:00-04:00,AAPL,0.013266250551246195
2023-03-14 00:00:00-04:00,AAPL,0.014089153460447035
2023-03-15 00:00:00-04:00,AAPL,0.0026214014039955824
2023-03-16 00:00:00-04:00,AAPL,0.018694005383774526
2023-03-17 00:00:00-04:00,AAPL,-0.005454131524032402
2023-03-20 00:00:00-04:00,AAPL,0.015483960172010924
2023-03-21 00:00:00-04:00,AAPL,0.01194410177708316
2023-03-22 00:00:00-04:00,AAPL,-0.009103433987471155
2023-03-23 00:00:00-04:00,AAPL,0.00696946925801134
2023-03-24 00:00:00-04:00,AAPL,0.008305712511815111
2023-03-27 00:00:00-04:00,AAPL,-0.012293333356558245
2023-03-28 00:00:00-04:00,AAPL,-0.003980328598042759
2023-03-29 00:00:00-04:00,AAPL,0.01979063883985055
2023-03-30 00:00:00-04:00,AAPL,0.00988997866553376
2023-03-31 00:00:00-04:00,AAPL,0.01564433836998136
2023-04-03 00:00:00-04:00,AAPL,0.007701540411528152
2023-04-04 00:00:00-04:00,AAPL,-0.003249690494557367
2023-04-05 00:00:00-04:00,AAPL,-0.011290313519951023
2023-04-06 00:00:00-04:00,AAPL,0.0054957958619978875
2023-04-10 00:00:00-04:00,AAPL,-0.015972525425433592
2023-04-11 00:00:00-04:00,AAPL,-0.007590938803714642
2023-04-12 00:00:00-04:00,AAPL,-0.004353278692002749
2023-04-13 00:00:00-04:00,AAPL,0.03410374759687462
2023-04-14 00:00:00-04:00,AAPL,-0.0021139652936523756
2023-04-17 00:00:00-04:00,AAPL,0.00012099223772366052
2023-04-18 00:00:00-04:00,AAPL,0.007504740792116937
2023-04-19 00:00:00-04:00,AAPL,0.006968160735147277
2023-04-20 00:00:00-04:00,AAPL,-0.005846361609635253
2023-04-21 00:00:00-04:00,AAPL,-0.009780827720307528
